date,prev_date,price,ret,gap_trading_days,spans_missing_day
2019-12-18,2019-12-17,3191.14,-0.000432260408705365,1,False
2019-12-19,2019-12-18,3205.37,0.004459221469443442,1,False
2019-12-20,2019-12-19,3221.22,0.0049448269622538454,1,False
2019-12-23,2019-12-20,3224.01,0.0008661314657181229,1,False
2019-12-24,2019-12-23,3223.38,-0.0001954088231737039,1,False
2019-12-26,2019-12-24,3239.91,0.005128157399996169,1,False
2019-12-27,2019-12-26,3240.02,3.395156038288327e-05,1,False
2019-12-30,2019-12-27,3221.29,-0.005780828513404224,1,False
2019-12-31,2019-12-30,3230.78,0.002946024729223451,1,False
2020-01-02,2019-12-31,3257.85,0.008378781594537532,1,False
2020-01-03,2020-01-02,3234.85,-0.007059870773669763,1,False
2020-01-06,2020-01-03,3246.28,0.0035333941295578875,1,False
2020-01-07,2020-01-06,3237.18,-0.0028032085956850583,1,False
2020-01-08,2020-01-07,3253.05,0.0049024150649641385,1,False
2020-01-09,2020-01-08,3274.7,0.006655292725288531,1,False
2020-01-10,2020-01-09,3265.35,-0.0028552233792408233,1,False
2020-01-13,2020-01-10,3288.13,0.006976281256220629,1,False
2020-01-14,2020-01-13,3283.15,-0.0015145386587512855,1,False
2020-01-15,2020-01-14,3289.29,0.001870155186330269,1,False
2020-01-16,2020-01-15,3316.81,0.00836654718799501,1,False
2020-01-17,2020-01-16,3329.62,0.003862144651035182,1,False
2020-01-21,2020-01-17,3320.79,-0.002651954277064661,1,False
2020-01-22,2020-01-21,3321.75,0.0002890878375325645,1,False
2020-01-23,2020-01-22,3325.54,0.0011409648528637462,1,False
2020-01-24,2020-01-23,3295.47,-0.009042140524546438,1,False
2020-01-27,2020-01-24,3243.63,-0.015730684849202037,1,False
2020-01-28,2020-01-27,3276.24,0.010053551114029613,1,False
2020-01-29,2020-01-28,3273.4,-0.0008668473616095795,1,False
2020-01-30,2020-01-29,3283.66,0.003134355715769477,1,False
2020-01-31,2020-01-30,3225.52,-0.017705852615678808,1,False
2020-02-03,2020-01-31,3248.92,0.0072546442124061805,1,False
2020-02-04,2020-02-03,3297.59,0.014980362705145023,1,False
2020-02-05,2020-02-04,3334.69,0.011250640619361318,1,False
2020-02-06,2020-02-05,3345.78,0.0033256464618900416,1,False
2020-02-07,2020-02-06,3327.71,-0.005400833288500828,1,False
2020-02-10,2020-02-07,3352.09,0.007326359568592178,1,False
2020-02-11,2020-02-10,3357.75,0.0016884988171557147,1,False
2020-02-12,2020-02-11,3379.45,0.0064626610081155444,1,False
2020-02-13,2020-02-12,3373.94,-0.0016304428235363044,1,False
2020-02-14,2020-02-13,3380.16,0.0018435419717006685,1,False
2020-02-18,2020-02-14,3370.29,-0.0029199801192842934,1,False
2020-02-19,2020-02-18,3386.15,0.004705826501577137,1,False
2020-02-20,2020-02-19,3373.23,-0.0038155427255142094,1,False
2020-02-21,2020-02-20,3337.75,-0.010518108756295885,1,False
2020-02-24,2020-02-21,3225.89,-0.0335135944873044,1,False
2020-02-25,2020-02-24,3128.21,-0.030280015747592093,1,False
2020-02-26,2020-02-25,3116.39,-0.003778518705585654,1,False
2020-02-27,2020-02-26,2978.76,-0.044163278665378725,1,False
2020-02-28,2020-02-27,2954.22,-0.008238327357692588,1,False
2020-03-02,2020-02-28,3090.23,0.04603922524388837,1,False
2020-03-03,2020-03-02,3003.37,-0.028107940185681968,1,False
2020-03-04,2020-03-03,3130.12,0.042202592421180185,1,False
2020-03-05,2020-03-04,3023.94,-0.03392202215889484,1,False
2020-03-06,2020-03-05,2972.37,-0.017053909799797706,1,False
2020-03-09,2020-03-06,2746.56,-0.07596968075979771,1,False
2020-03-10,2020-03-09,2882.23,0.04939633578003022,1,False
2020-03-11,2020-03-10,2741.38,-0.048868410917935035,1,False
2020-03-12,2020-03-11,2480.64,-0.09511268047479748,1,False
2020-03-13,2020-03-12,2711.02,0.0928711945304439,1,False
2020-03-16,2020-03-13,2386.13,-0.11984050283657066,1,False
2020-03-17,2020-03-16,2529.19,0.05995482224354909,1,False
2020-03-18,2020-03-17,2398.1,-0.05183082330706679,1,False
2020-03-19,2020-03-18,2409.39,0.004707893749218206,1,False
2020-03-20,2020-03-19,2304.92,-0.043359522534749395,1,False
2020-03-23,2020-03-20,2237.4,-0.02929385835517062,1,False
2020-03-24,2020-03-23,2447.33,0.09382765710199337,1,False
2020-03-25,2020-03-24,2475.56,0.011535019797084933,1,False
2020-03-26,2020-03-25,2630.07,0.06241416083633622,1,False
2020-03-27,2020-03-26,2541.47,-0.0336873163071707,1,False
2020-03-30,2020-03-27,2626.65,0.03351603599491648,1,False
2020-03-31,2020-03-30,2584.59,-0.0160127919593398,1,False
2020-04-01,2020-03-31,2470.5,-0.04414239782712159,1,False
2020-04-02,2020-04-01,2526.9,0.022829386763812964,1,False
2020-04-03,2020-04-02,2488.65,-0.015137124539950086,1,False
2020-04-06,2020-04-03,2663.68,0.07033130412070787,1,False
2020-04-07,2020-04-06,2659.41,-0.0016030454108602044,1,False
2020-04-08,2020-04-07,2749.98,0.03405642604938697,1,False
2020-04-09,2020-04-08,2789.82,0.01448737809002254,1,False
2020-04-13,2020-04-09,2761.63,-0.010104594561656355,1,False
2020-04-14,2020-04-13,2846.06,0.030572524197665762,1,False
2020-04-15,2020-04-14,2783.36,-0.022030456139364496,1,False
2020-04-16,2020-04-15,2799.55,0.005816710738100639,1,False
2020-04-17,2020-04-16,2874.56,0.026793591827257934,1,False
2020-04-20,2020-04-17,2823.16,-0.017880997439608137,1,False
2020-04-21,2020-04-20,2736.56,-0.030674846625766805,1,False
2020-04-22,2020-04-21,2799.31,0.02293024819481393,1,False
2020-04-23,2020-04-22,2797.8,-0.000539418642451106,1,False
2020-04-24,2020-04-23,2836.74,0.01391807849024218,1,False
2020-04-27,2020-04-24,2878.48,0.014714073196697708,1,False
2020-04-28,2020-04-27,2863.39,-0.005242350129234907,1,False
2020-04-29,2020-04-28,2939.51,0.026583874358714787,1,False
2020-04-30,2020-04-29,2912.43,-0.009212419757034462,1,False
2020-05-01,2020-04-30,2830.71,-0.028059043479156554,1,False
2020-05-04,2020-05-01,2842.74,0.004249817183674676,1,False
2020-05-05,2020-05-04,2868.44,0.009040573531170715,1,False
2020-05-06,2020-05-05,2848.42,-0.006979403438802989,1,False
2020-05-07,2020-05-06,2881.19,0.011504623615899323,1,False
2020-05-08,2020-05-07,2929.8,0.016871501011734846,1,False
2020-05-11,2020-05-08,2930.32,0.0001774865178509888,1,False
2020-05-12,2020-05-11,2870.12,-0.02054383139042848,1,False
2020-05-13,2020-05-12,2820.0,-0.017462684487059787,1,False
2020-05-14,2020-05-13,2852.5,0.01152482269503552,1,False
2020-05-15,2020-05-14,2863.7,0.003926380368098004,1,False
2020-05-18,2020-05-15,2953.91,0.03150120473513285,1,False
2020-05-19,2020-05-18,2922.94,-0.010484408800538914,1,False
2020-05-20,2020-05-19,2971.61,0.01665104312780974,1,False
2020-05-21,2020-05-20,2948.51,-0.007773563825670182,1,False
2020-05-22,2020-05-21,2955.45,0.002353731206609311,1,False
2020-05-26,2020-05-22,2991.77,0.012289160703107926,1,False
2020-05-27,2020-05-26,3036.13,0.014827343010993532,1,False
2020-05-28,2020-05-27,3029.73,-0.0021079466294262605,1,False
2020-05-29,2020-05-28,3044.31,0.004812310007822562,1,False
2020-06-01,2020-05-29,3055.73,0.0037512605483673855,1,False
2020-06-02,2020-06-01,3080.82,0.00821080396500995,1,False
2020-06-03,2020-06-02,3122.87,0.013648963587616247,1,False
2020-06-04,2020-06-03,3112.35,-0.0033686961032639573,1,False
2020-06-05,2020-06-04,3193.93,0.02621170498176606,1,False
2020-06-08,2020-06-05,3232.39,0.012041591393674889,1,False
2020-06-09,2020-06-08,3207.18,-0.007799182648133396,1,False
2020-06-10,2020-06-09,3190.14,-0.0053130787794885,1,False
2020-06-11,2020-06-10,3002.1,-0.058944121574601716,1,False
2020-06-12,2020-06-11,3041.31,0.013060857399820103,1,False
2020-06-15,2020-06-12,3066.59,0.008312207568449193,1,False
2020-06-16,2020-06-15,3124.74,0.018962430582503575,1,False
2020-06-17,2020-06-16,3113.49,-0.0036002995449221364,1,False
2020-06-18,2020-06-17,3115.34,0.000594188515139038,1,False
2020-06-19,2020-06-18,3097.74,-0.005649463621948292,1,False
2020-06-22,2020-06-19,3117.86,0.006495057687217143,1,False
2020-06-23,2020-06-22,3131.29,0.004307441642665166,1,False
2020-06-24,2020-06-23,3050.33,-0.025855158736495243,1,False
2020-06-25,2020-06-24,3083.76,0.01095946995898811,1,False
2020-06-26,2020-06-25,3009.05,-0.024226917788673585,1,False
2020-06-29,2020-06-26,3053.24,0.01468569814393228,1,False
2020-06-30,2020-06-29,3100.29,0.015409859690034278,1,False
2020-07-01,2020-06-30,3115.86,0.005022110834792981,1,False
2020-07-02,2020-07-01,3130.01,0.004541282342595654,1,False
2020-07-06,2020-07-02,3179.72,0.0158817383970018,1,False
2020-07-07,2020-07-06,3145.32,-0.010818562640735552,1,False
2020-07-08,2020-07-07,3169.94,0.007827502448081614,1,False
2020-07-09,2020-07-08,3152.05,-0.005643639942711776,1,False
2020-07-10,2020-07-09,3185.04,0.01046620453355751,1,False
2020-07-13,2020-07-10,3155.22,-0.009362519779971379,1,False
2020-07-14,2020-07-13,3197.52,0.013406355182839835,1,False
2020-07-15,2020-07-14,3226.56,0.00908203857989931,1,False
2020-07-16,2020-07-15,3215.57,-0.0034061043340275488,1,False
2020-07-17,2020-07-16,3224.73,0.00284863958800452,1,False
2020-07-20,2020-07-17,3251.84,0.008406905384326757,1,False
2020-07-21,2020-07-20,3257.3,0.0016790493997245193,1,False
2020-07-22,2020-07-21,3276.02,0.005747091149111094,1,False
2020-07-23,2020-07-22,3235.66,-0.012319827107282633,1,False
2020-07-24,2020-07-23,3215.63,-0.0061903908321639944,1,False
2020-07-27,2020-07-24,3239.41,0.007395129414764723,1,False
2020-07-28,2020-07-27,3218.44,-0.006473401020556158,1,False
2020-07-29,2020-07-28,3258.44,0.012428381451883519,1,False
2020-07-30,2020-07-29,3246.22,-0.0037502608610255894,1,False
2020-07-31,2020-07-30,3271.12,0.007670459796317086,1,False
2020-08-03,2020-07-31,3294.61,0.007181026681992719,1,False
2020-08-04,2020-08-03,3306.51,0.0036119601409574376,1,False
2020-08-05,2020-08-04,3327.77,0.0064297401187354275,1,False
2020-08-06,2020-08-05,3349.16,0.006427727877827971,1,False
2020-08-07,2020-08-06,3351.28,0.0006329945419150107,1,False
2020-08-10,2020-08-07,3360.47,0.0027422358024395965,1,False
2020-08-11,2020-08-10,3333.69,-0.007969123366671882,1,False
2020-08-12,2020-08-11,3380.35,0.013996502374245878,1,False
2020-08-13,2020-08-12,3373.43,-0.0020471252976762555,1,False
2020-08-14,2020-08-13,3372.85,-0.00017193183199293305,1,False
2020-08-17,2020-08-14,3381.99,0.0027098744385312123,1,False
2020-08-18,2020-08-17,3389.78,0.0023033775972136628,1,False
2020-08-19,2020-08-18,3374.85,-0.004404415625792857,1,False
2020-08-20,2020-08-19,3385.51,0.0031586589033587575,1,False
2020-08-21,2020-08-20,3397.16,0.0034411358997610275,1,False
2020-08-24,2020-08-21,3431.28,0.01004368354743379,1,False
2020-08-25,2020-08-24,3443.62,0.003596325569466652,1,False
2020-08-26,2020-08-25,3478.73,0.010195666188487662,1,False
2020-08-27,2020-08-26,3484.55,0.0016730243508407128,1,False
2020-08-28,2020-08-27,3508.01,0.006732576659826961,1,False
2020-08-31,2020-08-28,3500.31,-0.0021949766391772263,1,False
2020-09-01,2020-08-31,3526.65,0.00752504778148233,1,False
2020-09-02,2020-09-01,3580.84,0.015365857116526938,1,False
2020-09-03,2020-09-02,3455.06,-0.03512583639592948,1,False
2020-09-04,2020-09-03,3426.96,-0.008132999137496877,1,False
2020-09-08,2020-09-04,3331.84,-0.027756378831384043,1,False
2020-09-09,2020-09-08,3398.96,0.020145024971186976,1,False
2020-09-10,2020-09-09,3339.19,-0.017584790641843373,1,False
2020-09-11,2020-09-10,3340.97,0.0005330634075928486,1,False
2020-09-14,2020-09-11,3383.54,0.01274180851668838,1,False
2020-09-15,2020-09-14,3401.2,0.005219385613883576,1,False
2020-09-16,2020-09-15,3385.49,-0.004618958014818264,1,False
2020-09-17,2020-09-16,3357.01,-0.00841237162124231,1,False
2020-09-18,2020-09-17,3319.47,-0.01118257020384228,1,False
2020-09-21,2020-09-18,3281.06,-0.011571124305988612,1,False
2020-09-22,2020-09-21,3315.57,0.010517942372282096,1,False
2020-09-23,2020-09-22,3236.92,-0.02372141140135786,1,False
2020-09-24,2020-09-23,3246.59,0.002987407782707008,1,False
2020-09-25,2020-09-24,3298.46,0.015976763311659203,1,False
2020-09-28,2020-09-25,3351.6,0.016110548559024496,1,False
2020-09-29,2020-09-28,3335.47,-0.004812626805108078,1,False
2020-09-30,2020-09-29,3363.0,0.008253709372292528,1,False
2020-10-01,2020-09-30,3380.8,0.005292893250074426,1,False
2020-10-02,2020-10-01,3348.44,-0.009571699006152401,1,False
2020-10-05,2020-10-02,3408.63,0.01797553487594228,1,False
2020-10-06,2020-10-05,3360.95,-0.013988024514247743,1,False
2020-10-07,2020-10-06,3419.45,0.01740579300495404,1,False
2020-10-08,2020-10-07,3446.83,0.008007135650470065,1,False
2020-10-09,2020-10-08,3477.13,0.008790685934612519,1,False
2020-10-12,2020-10-09,3534.22,0.016418713134107588,1,False
2020-10-13,2020-10-12,3511.93,-0.006306907889152336,1,False
2020-10-14,2020-10-13,3488.67,-0.006623138843883547,1,False
2020-10-15,2020-10-14,3483.34,-0.0015278028589691406,1,False
2020-10-16,2020-10-15,3483.81,0.00013492797142955482,1,False
2020-10-19,2020-10-16,3426.92,-0.016329822808936134,1,False
2020-10-20,2020-10-19,3443.12,0.0047272769717412455,1,False
2020-10-21,2020-10-20,3435.56,-0.002195682985199454,1,False
2020-10-22,2020-10-21,3453.49,0.005218945382994278,1,False
2020-10-23,2020-10-22,3465.39,0.0034457896215134287,1,False
2020-10-26,2020-10-23,3400.97,-0.01858953826264864,1,False
2020-10-27,2020-10-26,3390.68,-0.0030256074002417144,1,False
2020-10-28,2020-10-27,3271.03,-0.03528790685054317,1,False
2020-10-29,2020-10-28,3310.11,0.011947307117329942,1,False
2020-10-30,2020-10-29,3269.96,-0.012129506270184387,1,False
2020-11-02,2020-10-30,3310.24,0.01231819349472163,1,False
2020-11-03,2020-11-02,3369.16,0.017799313644932147,1,False
2020-11-04,2020-11-03,3443.44,0.022047038430944355,1,False
2020-11-05,2020-11-04,3510.45,0.019460190971818836,1,False
2020-11-06,2020-11-05,3509.44,-0.00028771240154390476,1,False
2020-11-09,2020-11-06,3550.5,0.011699872344305584,1,False
2020-11-10,2020-11-09,3545.53,-0.001399802844669673,1,False
2020-11-11,2020-11-10,3572.66,0.007651888434169196,1,False
2020-11-12,2020-11-11,3537.01,-0.009978559392721298,1,False
2020-11-13,2020-11-12,3585.15,0.013610365817456005,1,False
2020-11-16,2020-11-13,3626.91,0.011648048198820149,1,False
2020-11-17,2020-11-16,3609.53,-0.004791957892531062,1,False
2020-11-18,2020-11-17,3567.79,-0.01156383241031389,1,False
2020-11-19,2020-11-18,3581.87,0.003946420613320845,1,False
2020-11-20,2020-11-19,3557.54,-0.0067925413261787915,1,False
2020-11-23,2020-11-20,3577.59,0.00563591695385024,1,False
2020-11-24,2020-11-23,3635.41,0.016161717804443754,1,False
2020-11-25,2020-11-24,3629.65,-0.0015844155129681736,1,False
2020-11-27,2020-11-25,3638.35,0.0023969253233782073,1,False
2020-11-30,2020-11-27,3621.63,-0.0045954897137437944,1,False
2020-12-01,2020-11-30,3662.45,0.011271167954760575,1,False
2020-12-02,2020-12-01,3669.01,0.0017911507324332998,1,False
2020-12-03,2020-12-02,3666.72,-0.0006241465681479097,1,False
2020-12-04,2020-12-03,3699.12,0.008836235109307422,1,False
2020-12-07,2020-12-04,3691.96,-0.0019355954929820562,1,False
2020-12-08,2020-12-07,3702.25,0.002787137455443789,1,False
2020-12-09,2020-12-08,3672.82,-0.007949220068876994,1,False
2020-12-10,2020-12-09,3668.1,-0.0012851160688518437,1,False
2020-12-11,2020-12-10,3663.46,-0.001264960061067022,1,False
2020-12-14,2020-12-11,3647.49,-0.004359266922526861,1,False
2020-12-15,2020-12-14,3694.62,0.012921214314501217,1,False
2020-12-16,2020-12-15,3701.17,0.0017728480872187813,1,False
2020-12-17,2020-12-16,3722.48,0.005757638800703457,1,False
2020-12-18,2020-12-17,3709.41,-0.0035111001267972286,1,False
2020-12-21,2020-12-18,3694.92,-0.003906281591951277,1,False
2020-12-22,2020-12-21,3687.26,-0.0020731166033364223,1,False
2020-12-23,2020-12-22,3690.01,0.0007458112528002658,1,False
2020-12-24,2020-12-23,3703.06,0.0035365757816374632,1,False
2020-12-28,2020-12-24,3735.36,0.008722515973276224,1,False
2020-12-29,2020-12-28,3727.04,-0.0022273622890431888,1,False
2020-12-30,2020-12-29,3732.04,0.0013415471795312772,1,False
2020-12-31,2020-12-30,3756.07,0.00643883774021714,1,False
2021-01-04,2020-12-31,3700.65,-0.01475478359029514,1,False
2021-01-05,2021-01-04,3726.86,0.007082539553862066,1,False
2021-01-06,2021-01-05,3748.14,0.005709900559720538,1,False
2021-01-07,2021-01-06,3803.79,0.01484736429268918,1,False
2021-01-08,2021-01-07,3824.68,0.005491890982414871,1,False
2021-01-11,2021-01-08,3799.61,-0.006554796741165214,1,False
2021-01-12,2021-01-11,3801.19,0.0004158321511944507,1,False
2021-01-13,2021-01-12,3809.84,0.0022756031663768717,1,False
2021-01-14,2021-01-13,3795.54,-0.003753438464607517,1,False
2021-01-15,2021-01-14,3768.25,-0.00719001775768402,1,False
2021-01-19,2021-01-15,3798.91,0.008136402839514334,1,False
2021-01-20,2021-01-19,3851.85,0.013935576257400273,1,False
2021-01-21,2021-01-20,3853.07,0.0003167309215053038,1,False
2021-01-22,2021-01-21,3841.47,-0.0030105863636010755,1,False
2021-01-25,2021-01-22,3855.36,0.003615803325289546,1,False
2021-01-26,2021-01-25,3849.62,-0.0014888363213811928,1,False
2021-01-27,2021-01-26,3750.77,-0.025677859113367063,1,False
2021-01-28,2021-01-27,3787.38,0.009760662477304782,1,False
2021-01-29,2021-01-28,3714.24,-0.019311502938707092,1,False
2021-02-01,2021-01-29,3773.86,0.01605173602136656,1,False
2021-02-02,2021-02-01,3826.31,0.013898236818535858,1,False
2021-02-03,2021-02-02,3830.17,0.001008804827627774,1,False
2021-02-04,2021-02-03,3871.74,0.01085330416143404,1,False
2021-02-05,2021-02-04,3886.83,0.003897472454245321,1,False
2021-02-08,2021-02-05,3915.59,0.007399345996609075,1,False
2021-02-09,2021-02-08,3911.23,-0.0011134975827398197,1,False
2021-02-10,2021-02-09,3909.88,-0.0003451599624669788,1,False
2021-02-11,2021-02-10,3916.38,0.0016624551137118804,1,False
2021-02-12,2021-02-11,3934.83,0.004710983101741784,1,False
2021-02-16,2021-02-12,3932.59,-0.0005692749114954987,1,False
2021-02-17,2021-02-16,3931.33,-0.0003203995331321208,1,False
2021-02-18,2021-02-17,3913.97,-0.004415808390544673,1,False
2021-02-19,2021-02-18,3906.71,-0.0018548941356217874,1,False
2021-02-22,2021-02-19,3876.5,-0.007732849379657014,1,False
2021-02-23,2021-02-22,3881.37,0.0012562878885591378,1,False
2021-02-24,2021-02-23,3925.43,0.01135166191319037,1,False
2021-02-25,2021-02-24,3829.34,-0.024478846903396523,1,False
2021-02-26,2021-02-25,3811.15,-0.004750165824920272,1,False
2021-03-01,2021-02-26,3901.82,0.023790719336683086,1,False
2021-03-02,2021-03-01,3870.29,-0.008080844323930969,1,False
2021-03-03,2021-03-02,3819.72,-0.01306620434127681,1,False
2021-03-04,2021-03-03,3768.47,-0.013417213827191521,1,False
2021-03-05,2021-03-04,3841.94,0.019495975820425837,1,False
2021-03-08,2021-03-05,3821.35,-0.005359271617984662,1,False
2021-03-09,2021-03-08,3875.44,0.014154683554241432,1,False
2021-03-10,2021-03-09,3898.81,0.006030283013025661,1,False
2021-03-11,2021-03-10,3939.34,0.010395479646353678,1,False
2021-03-12,2021-03-11,3943.34,0.0010153985185334946,1,False
2021-03-15,2021-03-12,3968.94,0.006491958593476621,1,False
2021-03-16,2021-03-15,3962.71,-0.0015696886322292825,1,False
2021-03-17,2021-03-16,3974.12,0.0028793426720601367,1,False
2021-03-18,2021-03-17,3915.46,-0.014760500437832724,1,False
2021-03-19,2021-03-18,3913.1,-0.0006027388863633076,1,False
2021-03-22,2021-03-19,3940.59,0.0070251207482558975,1,False
2021-03-23,2021-03-22,3910.52,-0.0076308370066411335,1,False
2021-03-24,2021-03-23,3889.14,-0.005467303581109473,1,False
2021-03-25,2021-03-24,3909.52,0.00524023305923671,1,False
2021-03-26,2021-03-25,3974.54,0.016631197691788335,1,False
2021-03-29,2021-03-26,3971.09,-0.0008680249789911887,1,False
2021-03-30,2021-03-29,3958.55,-0.003157823166939022,1,False
2021-03-31,2021-03-30,3972.89,0.003622538555784205,1,False
2021-04-01,2021-03-31,4019.87,0.011825144919693331,1,False
2021-04-05,2021-04-01,4077.91,0.014438277854756487,1,False
2021-04-06,2021-04-05,4073.94,-0.0009735379152555623,1,False
2021-04-07,2021-04-06,4079.95,0.0014752303666720756,1,False
2021-04-08,2021-04-07,4097.17,0.004220639958823158,1,False
2021-04-09,2021-04-08,4128.8,0.007719962803593772,1,False
2021-04-12,2021-04-09,4127.99,-0.000196182910288778,1,False
2021-04-13,2021-04-12,4141.59,0.00329458162447116,1,False
2021-04-14,2021-04-13,4124.66,-0.0040878020277237415,1,False
2021-04-15,2021-04-14,4170.42,0.011094247768300924,1,False
2021-04-16,2021-04-15,4185.47,0.0036087492386858155,1,False
2021-04-19,2021-04-16,4163.26,-0.005306453038726788,1,False
2021-04-20,2021-04-19,4134.94,-0.006802361610853236,1,False
2021-04-21,2021-04-20,4173.42,0.009306060063749566,1,False
2021-04-22,2021-04-21,4134.98,-0.009210671343885979,1,False
2021-04-23,2021-04-22,4180.17,0.010928710658818286,1,False
2021-04-26,2021-04-23,4187.62,0.001782224167916624,1,False
2021-04-27,2021-04-26,4186.72,-0.0002149192142553158,1,False
2021-04-28,2021-04-27,4183.18,-0.0008455306301830001,1,False
2021-04-29,2021-04-28,4211.47,0.006762797680233579,1,False
2021-04-30,2021-04-29,4181.17,-0.007194637501869883,1,False
2021-05-03,2021-04-30,4192.66,0.0027480346410215795,1,False
2021-05-04,2021-05-03,4164.66,-0.006678337857112138,1,False
2021-05-05,2021-05-04,4167.59,0.0007035388242977447,1,False
2021-05-06,2021-05-05,4201.62,0.008165390549454088,1,False
2021-05-07,2021-05-06,4232.6,0.007373346471123199,1,False
2021-05-10,2021-05-07,4188.43,-0.010435666020885526,1,False
2021-05-11,2021-05-10,4152.1,-0.008673894514173552,1,False
2021-05-12,2021-05-11,4063.04,-0.021449387057151936,1,False
2021-05-13,2021-05-12,4112.5,0.012173151138064053,1,False
2021-05-14,2021-05-13,4173.85,0.014917933130699224,1,False
2021-05-17,2021-05-14,4163.29,-0.0025300382141189015,1,False
2021-05-18,2021-05-17,4127.83,-0.008517302421882755,1,False
2021-05-19,2021-05-18,4115.68,-0.0029434351705374118,1,False
2021-05-20,2021-05-19,4159.12,0.010554756443649449,1,False
2021-05-21,2021-05-20,4155.86,-0.0007838196541576359,1,False
2021-05-24,2021-05-21,4197.05,0.009911305963146155,1,False
2021-05-25,2021-05-24,4188.13,-0.002125302295660103,1,False
2021-05-26,2021-05-25,4195.99,0.001876732575158746,1,False
2021-05-27,2021-05-26,4200.88,0.0011653983922745859,1,False
2021-05-28,2021-05-27,4204.11,0.0007688865190149663,1,False
2021-06-01,2021-05-28,4202.04,-0.0004923753184382651,1,False
2021-06-02,2021-06-01,4208.12,0.0014469162597214869,1,False
2021-06-03,2021-06-02,4192.85,-0.003628698801364849,1,False
2021-06-04,2021-06-03,4229.89,0.00883408659980689,1,False
2021-06-07,2021-06-04,4226.52,-0.0007967110255822085,1,False
2021-06-08,2021-06-07,4227.26,0.00017508493985585183,1,False
2021-06-09,2021-06-08,4219.55,-0.0018238764589828538,1,False
2021-06-10,2021-06-09,4239.18,0.004652154850635748,1,False
2021-06-11,2021-06-10,4247.44,0.0019484900381676606,1,False
2021-06-14,2021-06-11,4255.15,0.0018152110447704484,1,False
2021-06-15,2021-06-14,4246.59,-0.0020116799642784233,1,False
2021-06-16,2021-06-15,4223.7,-0.005390207201542929,1,False
2021-06-17,2021-06-16,4221.86,-0.0004356370007340127,1,False
2021-06-18,2021-06-17,4166.45,-0.013124547000611053,1,False
2021-06-21,2021-06-18,4224.79,0.01400232812106239,1,False
2021-06-22,2021-06-21,4246.44,0.005124515064653945,1,False
2021-06-23,2021-06-22,4241.84,-0.0010832603310065858,1,False
2021-06-24,2021-06-23,4266.49,0.005811157422250579,1,False
2021-06-25,2021-06-24,4280.7,0.003330606657931945,1,False
2021-06-28,2021-06-25,4290.61,0.0023150419323942906,1,False
2021-06-29,2021-06-28,4291.8,0.00027734984069871516,1,False
2021-06-30,2021-06-29,4297.5,0.001328114078009257,1,False
2021-07-01,2021-06-30,4319.94,0.005221640488656032,1,False
2021-07-02,2021-07-01,4352.34,0.0075001041681135305,1,False
2021-07-06,2021-07-02,4343.54,-0.002021900862524517,1,False
2021-07-07,2021-07-06,4358.13,0.003359011313352811,1,False
2021-07-08,2021-07-07,4320.82,-0.00856101125941644,1,False
2021-07-09,2021-07-08,4369.55,0.01127795187024705,1,False
2021-07-12,2021-07-09,4384.63,0.0034511562975592103,1,False
2021-07-13,2021-07-12,4369.21,-0.003516830382495284,1,False
2021-07-14,2021-07-13,4374.3,0.0011649703264435818,1,False
2021-07-15,2021-07-14,4360.03,-0.0032622362435132946,1,False
2021-07-16,2021-07-15,4327.16,-0.007538938952254881,1,False
2021-07-19,2021-07-16,4258.49,-0.015869531055010655,1,False
2021-07-20,2021-07-19,4323.06,0.01516265155019747,1,False
2021-07-21,2021-07-20,4358.69,0.008241847210077813,1,False
2021-07-22,2021-07-21,4367.48,0.0020166609692362503,1,False
2021-07-23,2021-07-22,4411.79,0.010145438559535647,1,False
2021-07-26,2021-07-23,4422.3,0.002382253008416102,1,False
2021-07-27,2021-07-26,4401.46,-0.004712479931257563,1,False
2021-07-28,2021-07-27,4400.64,-0.00018630181803303003,1,False
2021-07-29,2021-07-28,4419.15,0.004206206369982368,1,False
2021-07-30,2021-07-29,4395.26,-0.005406016994218166,1,False
2021-08-02,2021-07-30,4387.16,-0.0018428943907755624,1,False
2021-08-03,2021-08-02,4423.15,0.008203484714484954,1,False
2021-08-04,2021-08-03,4402.66,-0.00463244520307915,1,False
2021-08-05,2021-08-04,4429.1,0.006005460335342772,1,False
2021-08-06,2021-08-05,4436.52,0.0016752839177258672,1,False
2021-08-09,2021-08-06,4432.35,-0.000939925887858073,1,False
2021-08-10,2021-08-09,4436.75,0.000992701388653705,1,False
2021-08-11,2021-08-10,4447.7,0.0024680227644109376,1,False
2021-08-12,2021-08-11,4460.83,0.002952087595835984,1,False
2021-08-13,2021-08-12,4468.0,0.0016073241975147479,1,False
2021-08-16,2021-08-13,4479.71,0.0026208594449417255,1,False
2021-08-17,2021-08-16,4448.08,-0.0070607249129965854,1,False
2021-08-18,2021-08-17,4400.27,-0.010748457761550978,1,False
2021-08-19,2021-08-18,4405.8,0.0012567410636163956,1,False
2021-08-20,2021-08-19,4441.67,0.008141540696354754,1,False
2021-08-23,2021-08-20,4479.53,0.008523820995256282,1,False
2021-08-24,2021-08-23,4486.23,0.0014956926284677152,1,False
2021-08-25,2021-08-24,4496.19,0.0022201269217136943,1,False
2021-08-26,2021-08-25,4470.0,-0.005824931775569864,1,False
2021-08-27,2021-08-26,4509.37,0.008807606263982137,1,False
